case,activity,Resource,time,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,11/02/2012 22:05,12/02/2012 06:37,008:32,70,Bearing,ID4132,D,15,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,12/02/2012 06:58,12/02/2012 07:27,000:29,70,Bearing,ID4641,D,1,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,12/02/2012 09:04,12/02/2012 15:59,006:55,70,Bearing,ID3846,D,13,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,12/02/2012 16:06,12/02/2012 22:44,006:38,70,Bearing,ID4132,D,9,0,0,
Case 55,Turning & Milling Q.C.,Quality Check 1,19/02/2012 09:00,19/02/2012 10:30,001:30,70,Bearing,ID4287,D,60,0,0,
Case 55,Laser Marking - Machine 7,Machine 7- Laser Marking,20/02/2012 09:49,20/02/2012 10:38,000:49,70,Bearing,ID4882,D,60,0,0,
Case 55,Flat Grinding - Machine 11,Machine 11 - Grinding,21/02/2012 00:00,21/02/2012 01:15,000:00,70,Bearing,ID4882,D,0,0,0,
Case 55,Flat Grinding - Machine 11,Machine 11 - Grinding,21/02/2012 09:03,21/02/2012 12:13,003:10,70,Bearing,ID4882,D,60,0,0,
Case 55,Lapping - Machine 1,Machine 1 - Lapping,22/02/2012 00:00,22/02/2012 01:15,000:00,70,Bearing,ID4882,D,0,0,0,
Case 55,Lapping - Machine 1,Machine 1 - Lapping,22/02/2012 09:07,22/02/2012 10:37,001:30,70,Bearing,ID4882,D,60,0,0,
Case 55,Final Inspection Q.C.,Quality Check 1,23/02/2012 10:21,23/02/2012 11:21,001:00,70,Bearing,ID4493,D,60,0,0,
Case 55,Packing,Packing,24/02/2012 00:00,24/02/2012 01:00,000:00,70,Bearing,ID4820,D,60,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,19/03/2012 00:00,19/03/2012 01:15,000:00,70,Bearing,ID0937,D,0,10,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,06/03/2012 07:40,06/03/2012 09:09,001:29,24,Spur Gear,ID4219,B,0,0,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,07/03/2012 22:06,08/03/2012 02:08,004:02,24,Spur Gear,ID0997,S,0,0,0,
Case 56,Packing,Packing,08/03/2012 00:00,08/03/2012 01:00,000:00,24,Spur Gear,ID4820,D,24,0,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,08/03/2012 02:08,08/03/2012 04:18,002:10,24,Spur Gear,ID0997,D,24,0,0,
Case 56,Turning Q.C.,Quality Check 1,08/03/2012 07:12,08/03/2012 07:46,000:34,24,Spur Gear,ID4618,D,24,0,0,
Case 56,Lapping - Machine 1,Machine 1 - Lapping,08/03/2012 10:12,08/03/2012 11:25,001:13,24,Spur Gear,ID0998,D,24,0,0,
Case 56,Laser Marking - Machine 7,Machine 7- Laser Marking,08/03/2012 11:26,08/03/2012 11:44,000:18,24,Spur Gear,ID0998,D,24,0,0,
Case 56,Final Inspection Q.C.,Quality Check 1,08/03/2012 11:30,08/03/2012 12:19,000:49,24,Spur Gear,ID4618,D,24,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,09/02/2012 10:49,09/02/2012 11:16,000:27,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,09/02/2012 12:28,09/02/2012 13:37,001:09,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,09/02/2012 16:02,09/02/2012 18:14,002:12,28,Adjusting Nut,ID4872,D,10,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,11/02/2012 23:14,12/02/2012 06:12,006:58,28,Adjusting Nut,ID4528,D,18,0,0,
Case 58,Final Inspection Q.C.,Quality Check 1,19/02/2012 06:50,19/02/2012 15:11,008:21,28,Adjusting Nut,ID4618,D,28,0,0,
Case 58,Laser Marking - Machine 7,Machine 7- Laser Marking,19/02/2012 15:09,19/02/2012 16:24,000:00,28,Adjusting Nut,ID0998,D,28,0,0,
Case 58,Packing,Packing,20/02/2012 00:00,20/02/2012 01:00,000:00,28,Adjusting Nut,ID4820,D,28,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,18/03/2012 09:47,18/03/2012 15:54,006:07,10,Ballnut,ID4794,S,2,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,18/03/2012 16:11,18/03/2012 17:59,001:48,10,Ballnut,ID4429,D,7,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,18/03/2012 20:21,18/03/2012 21:18,000:57,10,Ballnut,ID4529,D,1,0,0,
Case 59,Turning & Milling Q.C.,Quality Check 1,21/03/2012 09:20,21/03/2012 10:10,000:50,10,Ballnut,ID4618,D,7,0,0,
Case 59,Laser Marking - Machine 7,Machine 7- Laser Marking,21/03/2012 14:51,21/03/2012 14:56,000:05,10,Ballnut,ID4718,D,7,0,0,
Case 59,Lapping - Machine 1,Machine 1 - Lapping,21/03/2012 16:57,21/03/2012 17:35,000:38,10,Ballnut,ID0420,D,7,0,0,
Case 59,Packing,Packing,22/03/2012 00:00,22/03/2012 01:00,000:00,10,Ballnut,ID4820,D,7,0,0,
Case 59,Final Inspection Q.C.,Quality Check 1,22/03/2012 09:27,22/03/2012 11:08,001:41,10,Ballnut,ID4618,D,7,0,0,
Case 59,Turning & Milling Q.C.,Quality Check 1,23/03/2012 12:18,23/03/2012 13:33,000:00,10,Ballnut,ID4618,D,0,3,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,06/02/2012 05:00,06/02/2012 06:30,001:30,73,Bearing,ID0997,S,1,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,06/02/2012 06:12,06/02/2012 06:36,000:24,73,Bearing,ID0997,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,07/02/2012 12:40,07/02/2012 15:43,003:03,73,Bearing,ID4219,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,07/02/2012 16:00,07/02/2012 18:52,002:52,73,Bearing,ID4219,S,1,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,07/02/2012 20:27,08/02/2012 03:38,007:11,73,Bearing,ID0997,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,08/02/2012 03:39,08/02/2012 06:44,003:05,73,Bearing,ID0997,D,27,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,08/02/2012 06:50,08/02/2012 07:06,000:16,73,Bearing,ID4618,D,0,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,08/02/2012 06:50,08/02/2012 14:44,007:54,73,Bearing,ID4618,D,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,08/02/2012 07:00,08/02/2012 18:03,011:03,73,Bearing,ID4219,D,33,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,08/02/2012 20:39,09/02/2012 00:37,003:58,73,Bearing,ID0997,D,11,0,0,
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,09/02/2012 00:00,09/02/2012 01:15,000:00,73,Bearing,ID4882,D,0,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,09/02/2012 07:14,09/02/2012 07:23,000:09,73,Bearing,ID4618,D,73,0,0,
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,10/02/2012 08:31,10/02/2012 09:16,000:45,73,Bearing,ID4882,D,73,0,0,
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,12/02/2012 09:39,12/02/2012 10:26,000:47,73,Bearing,ID0998,D,72,0,0,
Case 6,Final Inspection Q.C.,Quality Check 1,13/02/2012 16:40,13/02/2012 16:41,000:01,73,Bearing,ID4618,D,72,0,0,
Case 6,Packing,Packing,14/02/2012 00:00,14/02/2012 01:00,000:00,73,Bearing,ID4820,D,55,0,0,
Case 6,Packing,Packing,14/02/2012 00:00,14/02/2012 01:00,000:00,73,Bearing,ID4820,D,17,0,0,
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,27/02/2012 00:00,27/02/2012 01:15,000:00,73,Bearing,ID0998,D,0,1,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,15/03/2012 22:23,16/03/2012 00:10,001:47,15,Assembly 1,ID4219,S,0,0,0,
Case 60,Lapping - Machine 1,Machine 1 - Lapping,16/03/2012 07:00,16/03/2012 07:20,000:20,15,Assembly 1,ID0998,D,15,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,16/03/2012 09:53,16/03/2012 12:30,002:37,15,Assembly 1,ID0997,S,0,0,0,
Case 60,Turning Q.C.,Quality Check 1,18/03/2012 07:00,18/03/2012 08:00,001:00,15,Assembly 1,ID4287,S,0,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,18/03/2012 07:01,18/03/2012 08:39,001:38,15,Assembly 1,ID4219,B,0,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,18/03/2012 16:51,18/03/2012 23:30,006:39,15,Assembly 1,ID0997,S,15,0,0,
Case 60,Turning Q.C.,Quality Check 1,19/03/2012 17:00,19/03/2012 17:58,000:58,15,Assembly 1,ID4287,D,0,0,0,
Case 60,Turning Q.C.,Quality Check 1,20/03/2012 07:14,20/03/2012 08:00,000:46,15,Assembly 1,ID4287,D,15,0,0,
Case 60,Lapping - Machine 1,Machine 1 - Lapping,20/03/2012 11:59,20/03/2012 12:35,000:36,15,Assembly 1,ID0998,D,15,0,0,
Case 60,Laser Marking - Machine 7,Machine 7- Laser Marking,20/03/2012 12:36,20/03/2012 12:47,000:11,15,Assembly 1,ID4882,D,15,0,0,
Case 60,Final Inspection Q.C.,Quality Check 1,20/03/2012 13:30,20/03/2012 14:30,001:00,15,Assembly 1,ID4287,D,0,0,0,
Case 60,Final Inspection Q.C.,Quality Check 1,20/03/2012 17:04,20/03/2012 17:05,000:01,15,Assembly 1,ID4287,D,15,0,0,
Case 60,Packing,Packing,21/03/2012 00:00,21/03/2012 01:00,000:00,15,Assembly 1,ID4820,D,15,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16/02/2012 11:47,16/02/2012 16:27,004:40,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16/02/2012 15:27,16/02/2012 16:05,000:38,40,Socket,ID3846,B,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16/02/2012 16:28,16/02/2012 17:30,001:02,40,Socket,ID3846,D,3,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,16/02/2012 21:15,17/02/2012 06:46,009:31,40,Socket,ID4932,D,27,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,17/02/2012 07:05,17/02/2012 10:31,003:26,40,Socket,ID3846,D,9,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,17/02/2012 10:00,17/02/2012 11:49,001:49,40,Socket,ID4287,S,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/02/2012 02:45,19/02/2012 06:50,004:05,40,Socket,ID4641,S,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/02/2012 09:03,19/02/2012 10:53,001:50,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,19/02/2012 10:30,19/02/2012 11:30,001:00,40,Socket,ID4287,D,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/02/2012 10:54,19/02/2012 12:24,001:30,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/02/2012 12:46,19/02/2012 15:14,002:28,40,Socket,ID3846,D,7,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,19/02/2012 20:05,20/02/2012 00:34,004:29,40,Socket,ID4641,D,12,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,20/02/2012 07:00,20/02/2012 15:27,008:27,40,Socket,ID3846,D,19,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,20/02/2012 13:48,20/02/2012 16:49,003:01,40,Socket,ID4493,D,39,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,20/02/2012 16:52,20/02/2012 16:55,000:03,40,Socket,ID4493,D,0,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,20/02/2012 16:54,20/02/2012 18:09,000:00,40,Socket,ID4493,D,0,1,0,
Case 61,Stress Relief,Oven,20/02/2012 16:54,20/02/2012 16:54,005:06,40,Socket,ID3998,D,39,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,14/03/2012 13:36,15/03/2012 07:17,017:41,40,Socket,ID3846,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,15/03/2012 07:18,15/03/2012 08:21,001:03,40,Socket,ID3846,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,18/03/2012 09:15,18/03/2012 15:05,005:50,40,Socket,ID3846,S,1,0,0,
Case 61,Turning Q.C.,Quality Check 1,18/03/2012 15:00,18/03/2012 16:07,001:07,40,Socket,ID4287,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,18/03/2012 15:06,18/03/2012 18:00,002:54,40,Socket,ID3846,D,6,0,0,Y
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,19/03/2012 00:19,19/03/2012 06:57,006:38,40,Socket,ID4641,D,17,0,0,Y
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,19/03/2012 07:12,19/03/2012 14:57,007:45,40,Socket,ID3846,D,15,0,0,Y
Case 61,Turning Q.C.,Quality Check 1,20/03/2012 08:00,20/03/2012 10:00,002:00,40,Socket,ID4287,D,39,0,0,
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,29/03/2012 00:00,29/03/2012 01:15,000:00,40,Socket,ID4882,D,0,0,0,
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,29/03/2012 13:50,29/03/2012 14:51,001:01,40,Socket,ID0998,D,39,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,19/02/2012 13:27,19/02/2012 16:03,002:36,9,Ballnut,ID4219,S,0,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,19/02/2012 16:04,20/02/2012 06:41,014:37,9,Ballnut,ID4219,B,0,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,20/02/2012 06:42,20/02/2012 12:59,006:17,9,Ballnut,ID4219,S,1,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,20/02/2012 13:00,20/02/2012 15:35,002:35,9,Ballnut,ID4219,B,0,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,20/02/2012 15:36,20/02/2012 17:07,001:31,9,Ballnut,ID4219,D,8,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,21/02/2012 12:09,21/02/2012 12:51,000:42,9,Ballnut,ID4219,D,9,0,0,
Case 62,Turning & Milling Q.C.,Quality Check 1,22/02/2012 15:11,22/02/2012 15:47,000:36,9,Ballnut,ID4618,D,9,0,0,
Case 62,Turning & Milling Q.C.,Quality Check 1,07/03/2012 11:28,07/03/2012 15:09,003:41,9,Ballnut,ID4618,D,0,0,0,
Case 62,Laser Marking - Machine 7,Machine 7- Laser Marking,11/03/2012 11:04,11/03/2012 12:19,000:00,9,Ballnut,ID0998,D,9,0,0,
Case 62,Flat Grinding - Machine 11,Machine 11 - Grinding,11/03/2012 11:33,11/03/2012 12:20,000:47,9,Ballnut,ID0998,D,9,0,0,
Case 62,Lapping - Machine 1,Machine 1 - Lapping,11/03/2012 12:21,11/03/2012 13:36,000:00,9,Ballnut,ID4882,D,9,0,0,
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,13/03/2012 07:01,13/03/2012 09:11,002:10,9,Ballnut,ID4445,S,0,0,0,
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,13/03/2012 09:12,13/03/2012 10:33,001:21,9,Ballnut,ID4445,D,9,0,0,
Case 62,Grinding Rework - Machine 12,Machine 12 - Grinding,16/03/2012 09:20,16/03/2012 11:45,002:25,9,Ballnut,ID4872,D,0,0,0,
Case 62,Packing,Packing,19/03/2012 00:00,19/03/2012 01:00,000:00,9,Ballnut,ID4820,D,9,0,0,
Case 62,Final Inspection Q.C.,Quality Check 1,19/03/2012 09:57,19/03/2012 11:03,001:06,9,Ballnut,ID4618,D,9,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,08/02/2012 05:34,08/02/2012 06:32,000:58,155,Cable Head,ID4529,S,0,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,09/02/2012 02:49,09/02/2012 05:08,002:19,155,Cable Head,ID4529,S,0,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,10/02/2012 09:33,10/02/2012 12:33,003:00,155,Cable Head,ID4429,D,9,0,0,
Case 63,Turning & Milling Q.C.,Quality Check 1,10/02/2012 09:56,10/02/2012 11:00,001:04,155,Cable Head,ID4163,S,0,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,11/02/2012 12:00,11/02/2012 19:00,007:00,155,Cable Head,ID4794,D,35,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,11/02/2012 13:08,12/02/2012 10:45,021:37,155,Cable Head,ID4932,D,55,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,11/02/2012 22:36,12/02/2012 06:38,008:02,155,Cable Head,ID4794,D,41,0,0,
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,12/02/2012 07:07,12/02/2012 10:00,002:53,155,Cable Head,ID4167,D,15,0,0,
Case 63,Turning & Milling Q.C.,Quality Check 1,13/02/2012 13:20,13/02/2012 16:06,002:46,155,Cable Head,ID4163,D,153,1,0,
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,15/02/2012 10:19,15/02/2012 11:26,001:07,155,Cable Head,ID4872,D,81,0,0,
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,16/02/2012 11:54,16/02/2012 12:25,000:31,155,Cable Head,ID0998,D,72,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,07/03/2012 00:00,07/03/2012 01:15,000:00,155,Cable Head,ID4882,D,0,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,08/03/2012 00:00,08/03/2012 01:15,000:00,155,Cable Head,ID4882,D,0,0,0,
Case 63,Grinding Rework,Machine 11 - Grinding,08/03/2012 09:06,08/03/2012 12:55,003:49,155,Cable Head,ID4882,D,0,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,11/03/2012 14:50,11/03/2012 16:05,000:00,155,Cable Head,ID0998,D,75,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,11/03/2012 15:40,11/03/2012 15:41,000:01,155,Cable Head,ID4882,D,8,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,12/03/2012 00:00,12/03/2012 01:15,000:00,155,Cable Head,ID4882,D,0,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,12/03/2012 09:25,12/03/2012 10:56,001:31,155,Cable Head,ID4882,D,70,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,12/03/2012 20:06,12/03/2012 23:09,003:03,155,Cable Head,ID4385,S,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,12/03/2012 23:10,12/03/2012 23:49,000:39,155,Cable Head,ID4385,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,12/03/2012 23:51,13/03/2012 06:44,006:53,155,Cable Head,ID0420,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,13/03/2012 07:00,13/03/2012 09:11,002:11,155,Cable Head,ID4355,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,13/03/2012 09:11,13/03/2012 17:40,008:29,155,Cable Head,ID4445,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,13/03/2012 17:41,13/03/2012 20:11,002:30,155,Cable Head,ID4385,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,13/03/2012 20:12,14/03/2012 06:49,010:37,155,Cable Head,ID0420,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,14/03/2012 06:50,14/03/2012 16:02,009:12,155,Cable Head,ID4355,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,14/03/2012 16:45,14/03/2012 20:07,003:22,155,Cable Head,ID4385,D,0,0,0,
Case 63,Turning & Milling Q.C.,Quality Check 1,14/03/2012 20:08,15/03/2012 06:45,010:37,155,Cable Head,ID0420,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,15/03/2012 06:53,15/03/2012 16:18,009:25,155,Cable Head,ID4355,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,15/03/2012 16:17,15/03/2012 23:44,007:27,155,Cable Head,ID4385,D,0,0,0,
Case 63,Turning & Milling Q.C.,Quality Check 1,15/03/2012 23:45,16/03/2012 03:03,003:18,155,Cable Head,ID0420,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,16/03/2012 07:04,16/03/2012 09:52,002:48,155,Cable Head,ID4355,S,2,0,0,
Case 63,Lapping - Machine 1,Machine 1 - Lapping,16/03/2012 08:14,16/03/2012 11:39,003:25,155,Cable Head,ID0998,D,0,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,16/03/2012 09:53,16/03/2012 12:17,002:24,155,Cable Head,ID4355,D,10,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,17/03/2012 22:14,18/03/2012 06:52,008:38,155,Cable Head,ID4445,D,34,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/03/2012 10:21,18/03/2012 15:53,005:32,155,Cable Head,ID4385,D,15,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/03/2012 15:56,18/03/2012 17:52,001:56,155,Cable Head,ID0420,D,8,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,18/03/2012 21:00,19/03/2012 06:49,009:49,155,Cable Head,ID4445,D,34,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,19/03/2012 07:06,19/03/2012 08:02,000:56,155,Cable Head,ID4385,D,3,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,19/03/2012 08:01,19/03/2012 17:53,009:52,155,Cable Head,ID0420,D,30,0,0,
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,19/03/2012 20:16,20/03/2012 00:44,004:28,155,Cable Head,ID4445,D,17,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,26/03/2012 11:20,26/03/2012 12:50,001:30,155,Cable Head,ID4163,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,26/03/2012 13:20,26/03/2012 16:11,002:51,155,Cable Head,ID4163,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,27/03/2012 07:00,27/03/2012 08:40,001:40,155,Cable Head,ID4163,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,27/03/2012 11:00,27/03/2012 12:50,001:50,155,Cable Head,ID4163,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,27/03/2012 13:20,27/03/2012 18:01,004:41,155,Cable Head,ID4163,D,0,0,0,
Case 63,Grinding Rework - Machine 12,Machine 12 - Grinding,27/03/2012 16:00,27/03/2012 19:30,003:30,155,Cable Head,ID4528,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,28/03/2012 07:00,28/03/2012 08:40,001:40,155,Cable Head,ID4163,D,0,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,28/03/2012 09:00,28/03/2012 09:20,000:20,155,Cable Head,ID4163,D,0,2,0,
Case 63,Final Inspection Q.C.,Quality Check 1,28/03/2012 09:20,28/03/2012 09:40,000:20,155,Cable Head,ID4163,D,0,2,0,
Case 63,Final Inspection Q.C.,Quality Check 1,28/03/2012 09:40,28/03/2012 10:00,000:20,155,Cable Head,ID4163,D,0,1,0,
Case 63,Packing,Packing,29/03/2012 00:00,29/03/2012 01:00,000:00,155,Cable Head,ID4291,D,136,0,0,
Case 63,Final Inspection Q.C.,Quality Check 1,29/03/2012 07:00,29/03/2012 08:40,001:40,155,Cable Head,ID4163,D,136,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,15/03/2012 16:29,15/03/2012 23:59,007:30,260,Cable Head,ID4429,S,2,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,16/03/2012 00:20,16/03/2012 07:00,006:40,260,Cable Head,ID4932,D,37,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,16/03/2012 07:10,16/03/2012 12:49,005:39,260,Cable Head,ID4529,D,30,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,17/03/2012 08:23,17/03/2012 15:00,006:37,260,Cable Head,ID4932,D,52,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,18/03/2012 13:22,18/03/2012 16:04,002:42,260,Cable Head,ID4932,D,6,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,18/03/2012 16:40,18/03/2012 17:59,001:19,260,Cable Head,ID4429,D,12,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,18/03/2012 20:07,18/03/2012 20:08,000:01,260,Cable Head,ID4529,D,0,0,0,
Case 64,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,18/03/2012 20:08,19/03/2012 06:10,010:02,260,Cable Head,ID4529,D,70,0,0,
Case 65,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,22/03/2012 07:00,22/03/2012 08:00,001:00,500,Bearing,ID3846,D,5,0,0,
Case 65,Turning & Milling Q.C.,Quality Check 1,22/03/2012 11:08,22/03/2012 11:59,000:51,500,Bearing,ID4618,D,0,0,0,
Case 65,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,29/03/2012 10:58,29/03/2012 16:02,005:04,500,Bearing,ID4641,D,20,0,0,
Case 65,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,29/03/2012 16:43,29/03/2012 23:41,006:58,500,Bearing,ID3846,D,31,0,0,
Case 65,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,29/03/2012 23:55,30/03/2012 05:54,005:59,500,Bearing,ID4794,D,23,0,0,
Case 65,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,30/03/2012 09:00,30/03/2012 12:00,003:00,500,Bearing,ID0937,D,8,0,0,
Case 66,Turning - Machine 8,Machine 8 - Turning & Milling,19/02/2012 10:18,19/02/2012 10:58,000:40,10,Ring,ID4219,S,1,0,0,
Case 66,Turning - Machine 8,Machine 8 - Turning & Milling,19/02/2012 10:59,19/02/2012 13:26,002:27,10,Ring,ID4219,D,9,0,0,
